CIF file,Number of atoms in supercell,Min distance,Processing time (s)
552331.cif,316,N/A,0.001
1211017.cif,326,N/A,0.003
1414334.cif,402,N/A,0.002
542644.cif,429,N/A,0.002
301532.cif,212,N/A,0.001
554026.cif,212,N/A,0.001
1623252.cif,206,N/A,0.002
1406056.cif,464,N/A,0.002
1410634.cif,180,N/A,0.001
1341807.cif,284,N/A,0.002
380979.cif,333,N/A,0.002
1008267.cif,212,N/A,0.001
1709336.cif,296,N/A,0.002
535341.cif,316,N/A,0.001
1954372.cif,233,N/A,0.002
1802646.cif,175,N/A,0.002
538665.cif,142,N/A,0.001
1013647.cif,199,N/A,0.002
537556.cif,206,N/A,0.002
1926096.cif,228,N/A,0.001
1013653.cif,199,N/A,0.002
537542.cif,333,N/A,0.002
1406917.cif,266,N/A,0.002
1000149.cif,180,N/A,0.001
1008515.cif,296,N/A,0.002
461076.cif,228,N/A,0.001
1837831.cif,394,N/A,0.002
1521402.cif,284,N/A,0.002
1008273.cif,210,N/A,0.001
1230998.cif,228,N/A,0.001
1147216.cif,474,N/A,0.003
300823.cif,212,N/A,0.002
1142346.cif,228,N/A,0.001
1611551.cif,228,N/A,0.001
1601742.cif,206,N/A,0.002
536112.cif,233,N/A,0.001
1320209.cif,266,N/A,0.002
1901367.cif,420,N/A,0.002
560432.cif,228,N/A,0.001
1321671.cif,296,N/A,0.002
538659.cif,212,N/A,0.001
1049213.cif,326,N/A,0.003
1233513.cif,228,N/A,0.001
1611545.cif,212,N/A,0.001
1907702.cif,206,N/A,0.002
560340.cif,212,N/A,0.002
300837.cif,332,N/A,0.002
1049575.cif,456,N/A,0.002
1120289.cif,296,N/A,0.002
1008277.cif,210,N/A,0.001
461072.cif,296,N/A,0.002
1406913.cif,160,N/A,0.001
538675.cif,212,N/A,0.001
1926092.cif,228,N/A,0.001
537552.cif,206,N/A,0.002
1406907.cif,160,N/A,0.001
1013643.cif,212,N/A,0.001
1823854.cif,482,N/A,0.002
1926086.cif,228,N/A,0.001
1531601.cif,228,N/A,0.001
535345.cif,206,N/A,0.002
461066.cif,228,N/A,0.001
1643549.cif,228,N/A,0.001
1230988.cif,228,N/A,0.001
1810520.cif,268,N/A,0.002
311916.cif,228,N/A,0.001
1826092.cif,413,N/A,0.002
1804555.cif,323,N/A,0.002
1049571.cif,456,N/A,0.002
1142356.cif,450,N/A,0.003
1150752.cif,211,N/A,0.002
536102.cif,233,N/A,0.001
560344.cif,212,N/A,0.001
1803212.cif,464,N/A,0.002
1803574.cif,296,N/A,0.002
1430245.cif,206,N/A,0.002
538891.cif,332,N/A,0.002
1233517.cif,228,N/A,0.001
1711555.cif,300,N/A,0.002
1000165.cif,402,N/A,0.002
551833.cif,212,N/A,0.001
1606997.cif,206,N/A,0.002
536116.cif,233,N/A,0.001
1601746.cif,206,N/A,0.002
1049565.cif,456,N/A,0.002
1009141.cif,180,N/A,0.001
1246611.cif,212,N/A,0.001
1407370.cif,332,N/A,0.002
1005948.cif,394,N/A,0.002
1232190.cif,212,N/A,0.001
1242477.cif,180,N/A,0.001
1630216.cif,466,N/A,0.003
1013694.cif,183,N/A,0.001
312576.cif,466,N/A,0.003
300172.cif,212,N/A,0.001
1965168.cif,212,N/A,0.001
300166.cif,212,N/A,0.001
1960010.cif,212,N/A,0.001
380000.cif,466,N/A,0.003
1802859.cif,212,N/A,0.001
1232184.cif,212,N/A,0.001
555314.cif,296,N/A,0.002
1533943.cif,212,N/A,0.002
1406052.cif,464,N/A,0.002
1218037.cif,160,N/A,0.001
301536.cif,212,N/A,0.001
1211013.cif,326,N/A,0.003
1612935.cif,183,N/A,0.001
1340248.cif,436,N/A,0.004
1627742.cif,212,N/A,0.001
1963525.cif,228,N/A,0.001
1008713.cif,296,N/A,0.002
1810050.cif,212,N/A,0.001
1718029.cif,228,N/A,0.001
301913.cif,470,N/A,0.003
1324241.cif,206,N/A,0.002
1008075.cif,300,N/A,0.002
1253963.cif,412,N/A,0.002
535621.cif,466,N/A,0.003
301907.cif,334,N/A,0.002
1007352.cif,175,N/A,0.002
1008061.cif,228,N/A,0.001
1820187.cif,228,N/A,0.001
1008707.cif,296,N/A,0.002
1324533.cif,385,N/A,0.002
1943408.cif,160,N/A,0.001
538463.cif,210,N/A,0.002
1013441.cif,445,N/A,0.002
1521638.cif,196,N/A,0.001
1233715.cif,317,N/A,0.002
536300.cif,212,N/A,0.002
1604428.cif,228,N/A,0.001
1008049.cif,228,N/A,0.001
1633290.cif,446,N/A,0.003
1907510.cif,206,N/A,0.002
538339.cif,212,N/A,0.002
548806.cif,466,N/A,0.004
536314.cif,212,N/A,0.002
539027.cif,470,N/A,0.003
1142626.cif,296,N/A,0.002
1718001.cif,332,N/A,0.002
300370.cif,212,N/A,0.001
1013496.cif,233,N/A,0.001
381108.cif,323,N/A,0.002
548635.cif,212,N/A,0.002
1937438.cif,414,N/A,0.002
300402.cif,212,N/A,0.002
1121342.cif,286,N/A,0.002
1013482.cif,284,N/A,0.002
1245640.cif,436,N/A,0.003
1214369.cif,212,N/A,0.002
1008934.cif,228,N/A,0.001
1625425.cif,212,N/A,0.002
1611780.cif,206,N/A,0.002
1400635.cif,386,N/A,0.002
1631444.cif,296,N/A,0.002
459062.cif,212,N/A,0.002
300358.cif,212,N/A,0.002
1200308.cif,429,N/A,0.002
1144294.cif,180,N/A,0.002
1227628.cif,206,N/A,0.001
1730809.cif,212,N/A,0.002
1217933.cif,160,N/A,0.001
548782.cif,212,N/A,0.001
1232225.cif,206,N/A,0.002
548796.cif,332,N/A,0.002
1234640.cif,199,N/A,0.002
1225995.cif,228,N/A,0.001
1831840.cif,280,N/A,0.002
1270002.cif,336,N/A,0.002
1006138.cif,212,N/A,0.002
1217927.cif,266,N/A,0.002
1013535.cif,206,N/A,0.002
538517.cif,228,N/A,0.001
1234126.cif,160,N/A,0.001
552080.cif,180,N/A,0.001
1231076.cif,233,N/A,0.001
1042752.cif,295,N/A,0.002
1907470.cif,263,N/A,0.002
1146246.cif,228,N/A,0.001
1818222.cif,414,N/A,0.003
301697.cif,175,N/A,0.002
460754.cif,333,N/A,0.002
1611623.cif,212,N/A,0.002
1042746.cif,461,N/A,0.002
1803616.cif,296,N/A,0.002
1233675.cif,296,N/A,0.002
1227600.cif,284,N/A,0.002
1730821.cif,265,N/A,0.002
1231062.cif,233,N/A,0.002
1211359.cif,183,N/A,0.001
1031025.cif,261,N/A,0.002
300204.cif,332,N/A,0.002
1803825.cif,296,N/A,0.002
312166.cif,212,N/A,0.002
300562.cif,212,N/A,0.002
1011493.cif,228,N/A,0.002
1820756.cif,323,N/A,0.003
1824530.cif,356,N/A,0.002
381068.cif,212,N/A,0.002
559116.cif,212,N/A,0.002
1215103.cif,212,N/A,0.001
1200268.cif,300,N/A,0.002
459102.cif,212,N/A,0.002
1614954.cif,228,N/A,0.001
1144486.cif,296,N/A,0.002
459116.cif,212,N/A,0.002
1830579.cif,490,N/A,0.002
535972.cif,296,N/A,0.002
1933064.cif,175,N/A,0.002
1606175.cif,402,N/A,0.002
1925389.cif,413,N/A,0.002
1820583.cif,304,N/A,0.002
460218.cif,296,N/A,0.002
1228719.cif,266,N/A,0.002
1646237.cif,476,N/A,0.003
1535507.cif,160,N/A,0.003
1406867.cif,296,N/A,0.002
1406873.cif,296,N/A,0.002
1435261.cif,266,N/A,0.002
535231.cif,175,N/A,0.002
1821851.cif,212,N/A,0.002
537340.cif,226,N/A,0.002
1606161.cif,293,N/A,0.002
1013079.cif,175,N/A,0.002
537368.cif,332,N/A,0.002
1928691.cif,228,N/A,0.001
1606149.cif,233,N/A,0.001
1638919.cif,206,N/A,0.002
460224.cif,296,N/A,0.002
301495.cif,296,N/A,0.002
1634104.cif,300,N/A,0.002
1007959.cif,326,N/A,0.003
1634110.cif,210,N/A,0.001
1920540.cif,266,N/A,0.002
1833528.cif,413,N/A,0.002
312416.cif,212,N/A,0.002
1232796.cif,169,N/A,0.001
1821892.cif,212,N/A,0.001
1406126.cif,212,N/A,0.001
1627144.cif,128,N/A,0.001
1141930.cif,402,N/A,0.002
1228080.cif,228,N/A,0.001
1007971.cif,326,N/A,0.003
1612699.cif,228,N/A,0.001
549113.cif,212,N/A,0.001
1007965.cif,326,N/A,0.003
1247335.cif,483,N/A,0.003
1020464.cif,206,N/A,0.002
300990.cif,169,N/A,0.001
1406132.cif,212,N/A,0.002
1120316.cif,270,N/A,0.002
1710931.cif,160,N/A,0.001
1007964.cif,326,N/A,0.003
549112.cif,212,N/A,0.002
1623337.cif,228,N/A,0.001
1241023.cif,212,N/A,0.002
300991.cif,169,N/A,0.002
300985.cif,169,N/A,0.001
1240329.cif,228,N/A,0.001
1406127.cif,212,N/A,0.001
1406641.cif,380,N/A,0.003
1612698.cif,228,N/A,0.001
1007970.cif,326,N/A,0.003
312417.cif,332,N/A,0.002
1232797.cif,169,N/A,0.001
1920541.cif,266,N/A,0.002
1007958.cif,326,N/A,0.003
1821893.cif,450,N/A,0.003
1420862.cif,284,N/A,0.002
381294.cif,466,N/A,0.004
1228730.cif,332,N/A,0.002
1221072.cif,222,N/A,0.001
1322209.cif,212,N/A,0.001
301494.cif,296,N/A,0.002
1954559.cif,402,N/A,0.002
1128950.cif,228,N/A,0.001
539350.cif,212,N/A,0.001
1128944.cif,206,N/A,0.001
1804408.cif,206,N/A,0.002
1606148.cif,233,N/A,0.002
537369.cif,332,N/A,0.002
1013078.cif,316,N/A,0.001
1000762.cif,194,N/A,0.002
460225.cif,296,N/A,0.002
1221066.cif,316,N/A,0.002
458962.cif,212,N/A,0.001
1638918.cif,206,N/A,0.002
535230.cif,175,N/A,0.002
1013736.cif,272,N/A,0.001
1406872.cif,296,N/A,0.002
1804346.cif,212,N/A,0.002
1224136.cif,296,N/A,0.002
1606160.cif,293,N/A,0.002
537341.cif,226,N/A,0.002
1221728.cif,385,N/A,0.002
1008302.cif,464,N/A,0.002
1821844.cif,212,N/A,0.001
1925388.cif,413,N/A,0.002
1606174.cif,233,N/A,0.002
1406866.cif,296,N/A,0.002
1228718.cif,266,N/A,0.002
460219.cif,296,N/A,0.002
535973.cif,296,N/A,0.002
1830578.cif,448,N/A,0.002
1144487.cif,296,N/A,0.002
548768.cif,332,N/A,0.002
1628706.cif,175,N/A,0.002
1933065.cif,175,N/A,0.002
1200269.cif,300,N/A,0.002
1725544.cif,228,N/A,0.001
535967.cif,296,N/A,0.002
1614955.cif,228,N/A,0.001
459103.cif,212,N/A,0.001
537180.cif,212,N/A,0.001
1824531.cif,356,N/A,0.002
1820757.cif,323,N/A,0.002
1432916.cif,206,N/A,0.002
302412.cif,228,N/A,0.001
300205.cif,332,N/A,0.002
1211358.cif,183,N/A,0.002
1011492.cif,228,N/A,0.001
300563.cif,212,N/A,0.001
312167.cif,212,N/A,0.001
548998.cif,180,N/A,0.001
1907465.cif,77,N/A,0.001
1042747.cif,448,N/A,0.002
460755.cif,333,N/A,0.002
1008128.cif,175,N/A,0.002
1231063.cif,233,N/A,0.002
1227601.cif,212,N/A,0.001
1233674.cif,296,N/A,0.002
1803617.cif,296,N/A,0.002
1321516.cif,284,N/A,0.002
552081.cif,212,N/A,0.002
1231077.cif,233,N/A,0.002
460999.cif,175,N/A,0.002
1818223.cif,414,N/A,0.002
1232218.cif,233,N/A,0.002
1042753.cif,296,N/A,0.002
1225764.cif,464,N/A,0.002
1907471.cif,77,N/A,0.001
1245090.cif,296,N/A,0.002
1006139.cif,212,N/A,0.002
1270003.cif,356,N/A,0.002
1831841.cif,280,N/A,0.002
1225994.cif,228,N/A,0.001
548797.cif,332,N/A,0.002
1833930.cif,160,N/A,0.001
538516.cif,316,N/A,0.001
1217926.cif,266,N/A,0.002
1323329.cif,228,N/A,0.001
1217932.cif,266,N/A,0.002
1008666.cif,210,N/A,0.001
1730808.cif,228,N/A,0.001
538502.cif,212,N/A,0.001
548783.cif,212,N/A,0.002
1944560.cif,284,N/A,0.002
459063.cif,212,N/A,0.002
1965431.cif,323,N/A,0.002
1631445.cif,296,N/A,0.002
1433598.cif,183,N/A,0.001
1144295.cif,296,N/A,0.002
1200309.cif,300,N/A,0.002
300359.cif,212,N/A,0.002
1008935.cif,456,N/A,0.002
1214368.cif,212,N/A,0.001
539797.cif,212,N/A,0.001
1625424.cif,332,N/A,0.002
301735.cif,175,N/A,0.002
1121343.cif,286,N/A,0.002
1042814.cif,326,N/A,0.003
1406279.cif,415,N/A,0.003
300365.cif,212,N/A,0.002
1022886.cif,284,N/A,0.002
1013483.cif,284,N/A,0.002
1341369.cif,416,N/A,0.003
381109.cif,323,N/A,0.003
1013497.cif,233,N/A,0.002
300371.cif,212,N/A,0.002
301709.cif,212,N/A,0.002
1937439.cif,414,N/A,0.002
548634.cif,212,N/A,0.002
539026.cif,470,N/A,0.003
548807.cif,466,N/A,0.004
538338.cif,212,N/A,0.002
1907511.cif,206,N/A,0.002
1633291.cif,446,N/A,0.003
1718000.cif,332,N/A,0.003
1142627.cif,450,N/A,0.003
1626844.cif,266,N/A,0.002
539754.cif,334,N/A,0.002
1008048.cif,228,N/A,0.002
1009356.cif,466,N/A,0.004
536301.cif,212,N/A,0.002
1008060.cif,228,N/A,0.001
1007353.cif,175,N/A,0.002
301906.cif,334,N/A,0.002
535620.cif,466,N/A,0.004
538462.cif,210,N/A,0.002
1013440.cif,445,N/A,0.002
1421163.cif,228,N/A,0.001
1820186.cif,228,N/A,0.001
1008706.cif,296,N/A,0.002
1220032.cif,272,N/A,0.001
1810051.cif,175,N/A,0.002
1008712.cif,296,N/A,0.002
1004128.cif,196,N/A,0.001
1608549.cif,228,N/A,0.001
1013332.cif,212,N/A,0.002
1008074.cif,300,N/A,0.002
1324240.cif,206,N/A,0.002
301912.cif,470,N/A,0.003
1248173.cif,206,N/A,0.002
1957681.cif,212,N/A,0.002
1627743.cif,212,N/A,0.002
380983.cif,206,N/A,0.002
301537.cif,212,N/A,0.002
1406053.cif,464,N/A,0.002
1533942.cif,212,N/A,0.002
1963530.cif,175,N/A,0.002
1612934.cif,183,N/A,0.001
1211012.cif,326,N/A,0.003
1201201.cif,183,N/A,0.001
1802858.cif,212,N/A,0.002
380001.cif,304,N/A,0.002
312563.cif,212,N/A,0.002
1960011.cif,212,N/A,0.002
300167.cif,212,N/A,0.002
555315.cif,296,N/A,0.002
1627019.cif,261,N/A,0.002
1407371.cif,332,N/A,0.002
1005949.cif,228,N/A,0.001
300173.cif,212,N/A,0.001
555467.cif,332,N/A,0.002
312577.cif,466,N/A,0.004
1013695.cif,183,N/A,0.002
1960005.cif,212,N/A,0.002
1630217.cif,268,N/A,0.001
1606996.cif,456,N/A,0.002
1000164.cif,402,N/A,0.002
1009140.cif,180,N/A,0.001
1903575.cif,374,N/A,0.002
1142343.cif,233,N/A,0.002
1049564.cif,456,N/A,0.002
300826.cif,212,N/A,0.001
1601747.cif,206,N/A,0.002
1803213.cif,464,N/A,0.002
536103.cif,233,N/A,0.002
1150753.cif,211,N/A,0.002
1142357.cif,326,N/A,0.002
1049570.cif,456,N/A,0.002
1840458.cif,296,N/A,0.002
309816.cif,212,N/A,0.001
1233516.cif,228,N/A,0.001
538890.cif,212,N/A,0.002
1803575.cif,296,N/A,0.002
1709333.cif,332,N/A,0.002
461067.cif,228,N/A,0.001
535344.cif,206,N/A,0.002
1926087.cif,206,N/A,0.002
1802643.cif,295,N/A,0.002
1823855.cif,296,N/A,0.002
1013642.cif,212,N/A,0.002
537553.cif,206,N/A,0.002
1406906.cif,266,N/A,0.002
1235629.cif,360,N/A,0.002
1826093.cif,413,N/A,0.002
311917.cif,228,N/A,0.001
1230989.cif,228,N/A,0.001
1008262.cif,183,N/A,0.001
1008276.cif,210,N/A,0.001
1120288.cif,296,N/A,0.002
1926093.cif,206,N/A,0.002
538674.cif,212,N/A,0.002
1013656.cif,199,N/A,0.002
1941008.cif,323,N/A,0.002
1406912.cif,160,N/A,0.001
537547.cif,142,N/A,0.001
461073.cif,296,N/A,0.002
1934497.cif,314,N/A,0.001
1837834.cif,175,N/A,0.002
535350.cif,180,N/A,0.001
1008260.cif,180,N/A,0.001
311915.cif,228,N/A,0.001
536129.cif,178,N/A,0.001
1232622.cif,199,N/A,0.002
1013640.cif,212,N/A,0.001
537551.cif,206,N/A,0.002
1926085.cif,206,N/A,0.002
1802641.cif,175,N/A,0.002
535346.cif,206,N/A,0.002
1521411.cif,284,N/A,0.002
461065.cif,228,N/A,0.001
1048136.cif,142,N/A,0.001
458828.cif,206,N/A,0.002
1008512.cif,296,N/A,0.002
461071.cif,296,N/A,0.002
1013654.cif,199,N/A,0.002
538676.cif,180,N/A,0.001
537545.cif,333,N/A,0.002
1406910.cif,160,N/A,0.001
1926091.cif,206,N/A,0.002
1008274.cif,210,N/A,0.001
1642898.cif,342,N/A,0.002
1708985.cif,268,N/A,0.001
536115.cif,233,N/A,0.002
1601745.cif,206,N/A,0.002
300824.cif,212,N/A,0.001
1049566.cif,456,N/A,0.002
1433983.cif,206,N/A,0.002
1241828.cif,370,N/A,0.002
1000166.cif,402,N/A,0.002
1233514.cif,228,N/A,0.001
309814.cif,199,N/A,0.002
1711556.cif,300,N/A,0.002
1008248.cif,456,N/A,0.002
1049572.cif,456,N/A,0.002
536101.cif,233,N/A,0.001
1150751.cif,211,N/A,0.002
1803211.cif,464,N/A,0.002
1232187.cif,464,N/A,0.002
1246606.cif,268,N/A,0.001
1000827.cif,206,N/A,0.002
555317.cif,296,N/A,0.002
300165.cif,212,N/A,0.002
1960013.cif,212,N/A,0.001
1013683.cif,199,N/A,0.002
380003.cif,466,N/A,0.004
1340263.cif,296,N/A,0.002
1630215.cif,206,N/A,0.002
1960007.cif,212,N/A,0.001
1013697.cif,183,N/A,0.001
312575.cif,466,N/A,0.004
1248159.cif,333,N/A,0.002
1433968.cif,206,N/A,0.002
300171.cif,212,N/A,0.002
1232193.cif,464,N/A,0.002
1024775.cif,356,N/A,0.002
1411539.cif,364,N/A,0.002
380981.cif,206,N/A,0.002
1963526.cif,212,N/A,0.001
300159.cif,212,N/A,0.001
1211010.cif,326,N/A,0.003
1214168.cif,268,N/A,0.001
1406051.cif,464,N/A,0.002
1723527.cif,150,N/A,0.001
461930.cif,332,N/A,0.002
1623255.cif,228,N/A,0.001
301535.cif,212,N/A,0.001
542643.cif,429,N/A,0.002
1008704.cif,296,N/A,0.002
1820184.cif,228,N/A,0.001
1324530.cif,385,N/A,0.002
1535666.cif,296,N/A,0.002
537035.cif,180,N/A,0.001
1024588.cif,307,N/A,0.002
1950477.cif,212,N/A,0.001
539018.cif,334,N/A,0.002
301904.cif,334,N/A,0.002
379667.cif,304,N/A,0.002
535622.cif,466,N/A,0.003
1008062.cif,228,N/A,0.001
301910.cif,334,N/A,0.002
1324242.cif,206,N/A,0.002
1840102.cif,253,N/A,0.002
1008076.cif,300,N/A,0.002
1013330.cif,382,N/A,0.002
1229772.cif,233,N/A,0.002
1008710.cif,296,N/A,0.002
1220030.cif,272,N/A,0.001
1323263.cif,228,N/A,0.001
1726852.cif,414,N/A,0.002
1907513.cif,206,N/A,0.002
548805.cif,466,N/A,0.003
539024.cif,470,N/A,0.002
548811.cif,466,N/A,0.003
536303.cif,212,N/A,0.001
1633287.cif,446,N/A,0.003
1537059.cif,178,N/A,0.001
1233716.cif,317,N/A,0.002
1960211.cif,212,N/A,0.001
300367.cif,212,N/A,0.001
1932231.cif,323,N/A,0.002
300401.cif,212,N/A,0.001
1121341.cif,286,N/A,0.002
548636.cif,212,N/A,0.001
300415.cif,333,N/A,0.002
300373.cif,212,N/A,0.001
1415213.cif,180,N/A,0.001
315018.cif,212,N/A,0.001
1833649.cif,233,N/A,0.001
1013495.cif,233,N/A,0.001
1628880.cif,316,N/A,0.001
1144297.cif,175,N/A,0.002
1821265.cif,90,N/A,0.001
1400636.cif,179,N/A,0.001
1247726.cif,212,N/A,0.001
1965433.cif,323,N/A,0.002
459061.cif,212,N/A,0.001
1625426.cif,212,N/A,0.001
301737.cif,183,N/A,0.001
1008089.cif,199,N/A,0.002
1121369.cif,206,N/A,0.002
1144283.cif,233,N/A,0.001
1217924.cif,266,N/A,0.002
1008670.cif,253,N/A,0.001
1803629.cif,212,N/A,0.001
1013536.cif,228,N/A,0.001
1646022.cif,199,N/A,0.002
548795.cif,332,N/A,0.002
1234643.cif,296,N/A,0.002
1225996.cif,228,N/A,0.001
1804620.cif,450,N/A,0.003
1831843.cif,210,N/A,0.001
1210939.cif,212,N/A,0.001
1810899.cif,402,N/A,0.002
548781.cif,212,N/A,0.001
1000238.cif,456,N/A,0.002
1217930.cif,266,N/A,0.003
1245938.cif,160,N/A,0.001
1803615.cif,296,N/A,0.002
1233676.cif,296,N/A,0.002
1413925.cif,296,N/A,0.002
1730822.cif,175,N/A,0.002
1231061.cif,233,N/A,0.001
301694.cif,296,N/A,0.002
460757.cif,333,N/A,0.002
2080140.cif,180,N/A,0.001
1907467.cif,263,N/A,0.002
1146251.cif,228,N/A,0.001
1245092.cif,356,N/A,0.002
1042751.cif,180,N/A,0.001
1818221.cif,414,N/A,0.002
1000562.cif,494,N/A,0.004
1008658.cif,266,N/A,0.002
1231075.cif,233,N/A,0.002
1321514.cif,284,N/A,0.002
381080.cif,228,N/A,0.001
1824533.cif,356,N/A,0.002
537182.cif,212,N/A,0.001
1824527.cif,356,N/A,0.002
312165.cif,212,N/A,0.002
1140813.cif,356,N/A,0.002
1724102.cif,414,N/A,0.002
300561.cif,212,N/A,0.001
1040807.cif,212,N/A,0.001
382576.cif,212,N/A,0.001
1031026.cif,304,N/A,0.002
300207.cif,332,N/A,0.002
1803826.cif,296,N/A,0.002
1928309.cif,323,N/A,0.002
539805.cif,332,N/A,0.002
1635033.cif,210,N/A,0.001
1628704.cif,228,N/A,0.001
1411129.cif,228,N/A,0.001
381057.cif,175,N/A,0.002
300549.cif,272,N/A,0.001
1415429.cif,252,N/A,0.002
459115.cif,212,N/A,0.001
535971.cif,296,N/A,0.002
459101.cif,212,N/A,0.001
1614957.cif,206,N/A,0.002
1233879.cif,228,N/A,0.001
1612498.cif,356,N/A,0.002
460569.cif,212,N/A,0.001
1953208.cif,206,N/A,0.002
1216186.cif,206,N/A,0.002
537343.cif,413,N/A,0.002
1606162.cif,293,N/A,0.002
1224134.cif,444,N/A,0.002
1535510.cif,414,N/A,0.002
1013734.cif,272,N/A,0.001
1406870.cif,296,N/A,0.002
458948.cif,228,N/A,0.001
1007999.cif,284,N/A,0.002
1837956.cif,210,N/A,0.001
535232.cif,175,N/A,0.001
1322223.cif,212,N/A,0.001
1406864.cif,296,N/A,0.002
1216192.cif,233,N/A,0.001
558960.cif,296,N/A,0.002
1043881.cif,307,N/A,0.002
301496.cif,296,N/A,0.002
1228732.cif,332,N/A,0.002
1013708.cif,212,N/A,0.001
1221064.cif,326,N/A,0.002
458960.cif,332,N/A,0.002
1000760.cif,194,N/A,0.002
1928692.cif,228,N/A,0.001
1610728.cif,414,N/A,0.002
1821891.cif,175,N/A,0.001
301469.cif,206,N/A,0.002
1920543.cif,266,N/A,0.002
1232795.cif,169,N/A,0.001
312415.cif,212,N/A,0.002
1948827.cif,180,N/A,0.001
1240317.cif,323,N/A,0.002
1406119.cif,212,N/A,0.001
537394.cif,212,N/A,0.001
1642907.cif,304,N/A,0.002
300993.cif,169,N/A,0.001
1406131.cif,212,N/A,0.002
303524.cif,323,N/A,0.002
1007966.cif,326,N/A,0.003
1831314.cif,212,N/A,0.001
1007972.cif,326,N/A,0.003
1802906.cif,206,N/A,0.002
1054494.cif,266,N/A,0.003
1406643.cif,332,N/A,0.006
1406125.cif,212,N/A,0.002
1606189.cif,402,N/A,0.005
1048903.cif,445,N/A,0.003
1406642.cif,332,N/A,0.003
1611392.cif,212,N/A,0.003
300986.cif,169,N/A,0.003
1606188.cif,233,N/A,0.002
1120314.cif,464,N/A,0.003
1406130.cif,212,N/A,0.002
1040392.cif,272,N/A,0.007
300992.cif,169,N/A,0.002
1007967.cif,326,N/A,0.004
1922369.cif,228,N/A,0.001
1921660.cif,183,N/A,0.002
549111.cif,212,N/A,0.002
1634106.cif,212,N/A,0.002
1406118.cif,212,N/A,0.002
301468.cif,206,N/A,0.002
312414.cif,212,N/A,0.002
1920542.cif,266,N/A,0.002
460226.cif,296,N/A,0.002
458961.cif,212,N/A,0.002
1610729.cif,414,N/A,0.002
1141729.cif,228,N/A,0.002
1000761.cif,194,N/A,0.003
539353.cif,206,N/A,0.005
1043880.cif,307,N/A,0.003
1013709.cif,228,N/A,0.002
381297.cif,466,N/A,0.004
1406865.cif,296,N/A,0.012
535227.cif,175,N/A,0.003
1322222.cif,212,N/A,0.004
1008301.cif,394,N/A,0.003
1606177.cif,233,N/A,0.002
1410975.cif,150,N/A,0.007
537342.cif,226,N/A,0.008
535233.cif,175,N/A,0.004
1007998.cif,284,N/A,0.004
458949.cif,228,N/A,0.002
1406871.cif,296,N/A,0.002
1013735.cif,272,N/A,0.002
1804345.cif,212,N/A,0.002
1614956.cif,212,N/A,0.003
459100.cif,212,N/A,0.002
311337.cif,212,N/A,0.003
1233878.cif,228,N/A,0.004
381056.cif,206,N/A,0.004
1411128.cif,228,N/A,0.003
1628705.cif,316,N/A,0.004
535970.cif,296,N/A,0.002
459114.cif,212,N/A,0.002
1415428.cif,268,N/A,0.003
300548.cif,272,N/A,0.003
1538586.cif,228,N/A,0.002
1011491.cif,228,N/A,0.002
548743.cif,180,N/A,0.001
312164.cif,212,N/A,0.003
1824526.cif,356,N/A,0.004
302411.cif,228,N/A,0.002
539804.cif,332,N/A,0.006
300206.cif,332,N/A,0.004
1040812.cif,212,N/A,0.002
1824532.cif,356,N/A,0.002
1818220.cif,414,N/A,0.002
1907472.cif,77,N/A,0.001
1245093.cif,175,N/A,0.002
1321515.cif,284,N/A,0.002
1231074.cif,233,N/A,0.002
1231060.cif,233,N/A,0.002
1233677.cif,296,N/A,0.002
1803614.cif,296,N/A,0.002
1042744.cif,414,N/A,0.003
1929943.cif,228,N/A,0.001
1627393.cif,206,N/A,0.002
460756.cif,333,N/A,0.003
1007218.cif,448,N/A,0.002
1225983.cif,193,N/A,0.002
548780.cif,212,N/A,0.002
1810898.cif,160,N/A,0.001
1217931.cif,266,N/A,0.002
538501.cif,212,N/A,0.001
1834090.cif,267,N/A,0.002
1640452.cif,175,N/A,0.002
538515.cif,316,N/A,0.002
1803628.cif,212,N/A,0.002
1217925.cif,266,N/A,0.002
1008671.cif,370,N/A,0.002
1831842.cif,280,N/A,0.002
1042778.cif,456,N/A,0.003
1804621.cif,450,N/A,0.003
1225997.cif,228,N/A,0.001
548794.cif,332,N/A,0.003
1611782.cif,228,N/A,0.001
1121368.cif,286,N/A,0.002
300428.cif,206,N/A,0.002
1008088.cif,199,N/A,0.002
301736.cif,323,N/A,0.002
1625427.cif,212,N/A,0.002
1144282.cif,206,N/A,0.002
1965432.cif,385,N/A,0.002
560193.cif,212,N/A,0.001
300414.cif,333,N/A,0.002
1234939.cif,323,N/A,0.003
548637.cif,212,N/A,0.002
1608589.cif,332,N/A,0.003
1013494.cif,206,N/A,0.001
1833648.cif,233,N/A,0.002
300372.cif,212,N/A,0.001
1932230.cif,323,N/A,0.003
300366.cif,212,N/A,0.002
1350515.cif,333,N/A,0.002
1121340.cif,286,N/A,0.002
300400.cif,212,N/A,0.001
1903953.cif,228,N/A,0.001
1633286.cif,446,N/A,0.003
536302.cif,212,N/A,0.001
548810.cif,466,N/A,0.004
538449.cif,212,N/A,0.002
1537058.cif,233,N/A,0.002
1231100.cif,233,N/A,0.002
300399.cif,212,N/A,0.002
1142624.cif,199,N/A,0.002
539025.cif,470,N/A,0.002
1907512.cif,206,N/A,0.002
1726853.cif,414,N/A,0.003
1044269.cif,228,N/A,0.001
